year,brand,superbowl_ads_dot_com_url,youtube_url,funny,show_product_quickly,patriotic,celebrity,danger,animals,use_sex,id,kind,etag,view_count,like_count,dislike_count,favorite_count,comment_count,published_at,title,description,thumbnail,channel_title,category_id,index,sentiment_type,sentiment_score
2008,Coca-Cola,https://superbowl-ads.com/2008-coca-cola-political-parties/,https://www.youtube.com/watch?v=2_LWZe2BGaE,True,True,True,True,False,False,False,2_LWZe2BGaE,youtube#video,BZRphIMjDDFy4XmBqgBJ7lsU2RE,14267.0,36.0,2.0,0.0,7.0,2008-02-05T08:17:44Z,Coca-Cola: Political Parties (Super Bowl 42 Commercial),Aired during the 4th quarter.,,5uperBowl42,24.0,162,compound,0.0
2000,Bud Light,https://superbowl-ads.com/2000-bud-light-she-has-a-cat/,,True,False,False,False,True,True,True,,,,,,,,,,,,,,,163,compound,0.0
2019,Kia,https://superbowl-ads.com/2020-kia-telluride-give-it-everything/,https://www.youtube.com/watch?v=sS8dkRhDirY,False,False,True,False,False,True,False,sS8dkRhDirY,youtube#video,j0v8O6ogPcje6Bkl-ptNKf2T5Ec,1460.0,,,0.0,,2019-12-19T19:45:59Z,2019 Super Bowl Kia Telluride,,https://i.ytimg.com/vi/sS8dkRhDirY/sddefault.jpg,Carol Bamford,27.0,164,compound,0.0
2002,Bud Light,https://superbowl-ads.com/2002-bud-light-satin-sheets/,https://www.youtube.com/watch?v=-LwSb4cCAnw,True,False,False,False,True,False,True,-LwSb4cCAnw,youtube#video,RlCXqkdt6mV1fyjeN0QOw2bjy2M,67452.0,270.0,15.0,0.0,7.0,2013-01-29T22:17:05Z,Bud Light - Satin Sheets,Bud Light 2002 Super Bowl Commercial.,,SuperBowlsSpots,22.0,165,compound,0.5994
2013,Kia,https://superbowl-ads.com/video-2013-kia-super-bowl-xlvii-commercial-space-babies/,https://www.youtube.com/watch?v=k5vbGQb7jR0,True,False,False,False,False,True,True,k5vbGQb7jR0,youtube#video,lJZLrjgIwMN1oTYeWWe-y0cmVJg,10338.0,39.0,2.0,0.0,1.0,2013-11-08T06:13:04Z,"KIA SORENTO ""SPACE BABIES""","TVC :60
Agency: DAVID&GOLIATH
Director: JAKE SCOTT
Production:RSA
Animation/VFX: METHOD STUDIOS   http://www.methodstudios.com

Method VFX supervisor Andy Boyd in New York: ""As if making a CG rhino in a spacesuit wasn't cool enough, we got to animate him screaming and praying for his life as he re-entered the atmosphere in a rocket pod. 

""Realizing the baby planet and populating it with CG animals required a concerted effort during pre-production to prep the assets ahead of the shoot. CG supervisor Brian Burke led a creature team that involved the creation of over ten different types of CG animals as well as their customized spacesuits. 

""We were able to take tools from prior jobs and make it modular in a way that allowed individual artists to use them across different characters. The work done by one artist on previous jobs could be shared across the whole team.

""For outer space, director Jake Scott wanted an ethereal look similar to the formation sequence from the film 'The Tree of Life'. Scott consulted with 'Tree of Life' VFX supervisor and Method senior creative director Dan Glass about his approach to capturing these elements in-camera. Production built two large liquid containers that were shot as a B-unit during the shoot. Method used this footage as a basis for the space environments and added detail in matte painting and compositing.

""All of the animal assets were deep into development ahead of principal photography. As plates were coming back from production, the lighting team would have first pass renders in the scenes within days. The instantaneous workflow allowed clients very early access to animation and look development as they edited the piece.

""The Babylandia planet's lush landscapes were based on conceptual renderings from Method London and derived from aerial footage shot in Kauai, Hawaii by Method VFX producer Mike Wigart. The Los Angeles team, led by artists Chris Sanchez and Zach Christian, executed matte painted backgrounds for Babylandia and Earth. 

Schedule: three months.

For David & Goliath 
EP: Christopher Coleman 
Managing partner/client services: Brian Dunbar 
Group account director: Brook Dore 
Account director: Justin Manfredi 
Account supervisor: Emma Giorgi 
Account executive: Rachel Greenlee 
Director of strategic planning: David Measer 
Sr. strategic planner: Steven Garcia 

For RSA Films
Director: Jake Scott 
President: Jules Daly 
EP: Tracie Norfleet 
Bidding producer: Paul Kawasaki 
Producer: David Mitchell 
DOP: Dariusz Wolski 
Production designer: Tom Foden 

For Method Studios 
SVP of production: Gabby Gourrier 
EP: Stephanie Gilgar 
Producer: Mike Wigart 
Production coordinator: Marisa Bursteen 
Visual FX supervisor: Andy Boyd 
CG supervisors: Brian Burke, Charles Abou Aad 
Animation lead: Jordan Harris 
Compositing supervisor: Patrick Ferguson 
Integration supervisor: Fabio Zapata 
Modeling lead: Lersak Bunupuradah 
Rigging lead: Yakov Baytler 
FX lead: Jonathan Vaughan 

Music/sound design: Human 
Final mix: Margarita Mix
Mixer: Nathan Dubin

Toolkit
Nuke",https://i.ytimg.com/vi/k5vbGQb7jR0/sddefault.jpg,Stash Magazine,1.0,166,compound,0.6172
2008,Pepsi,https://superbowl-ads.com/2008-pepsi-every-sip-with-justin-timberlake/,https://www.youtube.com/watch?v=AKKM8sP24BE,True,False,False,True,True,False,True,AKKM8sP24BE,youtube#video,66KiHbpPdjlUwBEnPFMztZmxnTA,236941.0,594.0,14.0,0.0,65.0,2009-01-17T07:54:08Z,Justin Timberlake Pepsi Ad,"Andy Samberg and Tony Romo are in it too, if anyone cares.",,krazytyme,24.0,167,compound,0.4588
2019,Bud Light,https://superbowl-ads.com/2019-bud-light-special-delivery/,https://www.youtube.com/watch?v=eIlX0Gg0GRI,True,True,False,False,True,False,False,eIlX0Gg0GRI,,,,,,,,,,,,,,168,compound,0.0
2011,Hynudai,https://superbowl-ads.com/2011-hyundai-super-bowl-commercial-anachronistic-city-video/,https://www.youtube.com/watch?v=-BVMOKtawUk,False,False,False,False,False,False,False,-BVMOKtawUk,youtube#video,Yeesbid_1wdu_6eoZK4R02HdrTQ,56.0,0.0,0.0,0.0,0.0,2012-05-21T09:45:55Z,Hyundai - Anachronistic City.mp4,"Anúncio Hyundai
O Slogan do anúncio é ""E se nos contentássemos com a primeira coisa que nos aparece?"" Resposta: ""Não existiria este Hyundai""",https://i.ytimg.com/vi/-BVMOKtawUk/sddefault.jpg,Kali II,24.0,169,compound,0.0
2008,Bud Light,https://superbowl-ads.com/2008-bud-light-language-of-love/,https://www.youtube.com/watch?v=Ao0x4zsb724,True,True,True,True,False,False,True,Ao0x4zsb724,youtube#video,G9QUoC_eDhiukW-HQS5kOZrnvSE,729583.0,588.0,180.0,0.0,119.0,2008-02-01T22:22:55Z,Bud Light Language of Love Commercial,Bud Light Language of Love Super Bowl Commercial,,BudBowlXLII,23.0,170,compound,0.8442
2008,Bud Light,https://superbowl-ads.com/2008-bud-light-jackie-moon-will-ferrell/,https://www.youtube.com/watch?v=ecqiZn2DDFQ,True,True,False,True,False,False,True,ecqiZn2DDFQ,youtube#video,IgEr_XTV3IJLj79NWVKLxJN18hc,1060001.0,1384.0,121.0,0.0,180.0,2008-02-02T21:06:05Z,Bud Light Jackie Moon TV Commercial,Bud Light Jackie Moon Super Bowl TV Commercial,,BudBowlXLII,23.0,171,compound,0.5994
2010,E-Trade,https://superbowl-ads.com/hd-exclusive-e-trade-baby-girlfriend-2010-superbowl-44-xliv-commercial-ad/,https://www.youtube.com/watch?v=tbLTl7egwlU,True,True,False,False,False,False,True,tbLTl7egwlU,youtube#video,xkKC9o3sMb6eI8Ff03PRhBAVcg0,1046640.0,1206.0,58.0,0.0,204.0,2010-02-08T02:51:01Z,E-Trade Baby Girlfriend Super Bowl Commercial 2010,"E-Trade Baby Girlfriend Super Bowl Commercial 2010

Copyright Infringment Not Intended",,FunnyInternetVids,24.0,172,compound,0.5994
2013,Budweiser,https://superbowl-ads.com/video-budweiser-black-crown-2013-super-bowl-xlvii-ad-celebration/,https://www.youtube.com/watch?v=2WNvlXoDs7w,False,True,False,False,False,False,True,2WNvlXoDs7w,youtube#video,eW5K4N-jUNX018b33PCK1iRtSOE,236.0,1.0,0.0,0.0,0.0,2013-02-07T03:48:14Z,Budweiser Black Crown - Celebration - Super Bowl 2013 Ads,Budweiser Black Crown - Celebration - Super Bowl 2013 Ads,,Target Latino,24.0,173,compound,0.5994
2001,Pepsi,https://superbowl-ads.com/2001-pepsi-roller-coaster/,https://www.youtube.com/watch?v=MwfL-DkL1Vg,True,True,False,False,False,False,True,MwfL-DkL1Vg,youtube#video,brsxLGGCSjcFZLCzE71XgXlyCnY,65162.0,109.0,4.0,0.0,38.0,2007-08-02T02:11:49Z,funny pepsi commercial,the most coolest commercial in the world,,shai1209,22.0,174,compound,0.0
2018,Coca-Cola,https://superbowl-ads.com/diet-coke-twisted-mango-groove/,https://www.youtube.com/watch?v=nkGd47iB-wU,False,True,False,False,False,False,True,nkGd47iB-wU,youtube#video,feoCz5slSxBN-Nz9yyZZlKGoVR0,179.0,1.0,0.0,0.0,0.0,2020-02-24T20:20:40Z,"Diet Coke Twisted Mango Super Bowl 2018 TV Commercial, 'Groove' Ft  Hayley Magnus","All Super Bowl commercials, visit our site: http://www.super-bowl-commercials.com",https://i.ytimg.com/vi/nkGd47iB-wU/sddefault.jpg,Super Bowl Commercials,22.0,175,compound,0.5994
2003,Bud Light,https://superbowl-ads.com/2003-bud-light-upside-down-clown/,https://www.youtube.com/watch?v=DTvxyDwP2CA,True,True,False,False,False,False,False,DTvxyDwP2CA,youtube#video,A4ALkruYZbn9Axtn5d7eK3eIBBA,177285.0,229.0,10.0,0.0,32.0,2007-06-16T01:22:34Z,Bud Light commercial - upside down clown,funniest ever,,davey boy phelan,23.0,176,compound,0.5574
2011,Pepsi,https://superbowl-ads.com/2011-pepsi-max-love-hurts/,https://www.youtube.com/watch?v=r4eyQBvcBUA,True,True,False,False,True,False,True,r4eyQBvcBUA,youtube#video,lqXciI1GDfUxo6FyZ-MPLfnrVVs,204026.0,476.0,159.0,0.0,9.0,2014-01-17T00:07:33Z,PEPSI MAX - LOVE HURTS,"Pepsi Max commercial, Crash the Super Bowl winner.
Broadcast during Super Bowl XLV.",https://i.ytimg.com/vi/r4eyQBvcBUA/sddefault.jpg,bbosley,1.0,177,compound,0.872
2018,E-Trade,https://superbowl-ads.com/etrade-commercial-this-is-getting-old/,https://www.youtube.com/watch?v=Qx5-AZlfjp4,True,False,True,False,False,False,True,Qx5-AZlfjp4,youtube#video,6kC72wjgwYxiqheTN3n0ZW8RJAo,34440.0,178.0,11.0,0.0,15.0,2018-02-05T00:21:08Z,"ETrade ""This Is Getting Old"" 2018 Super Bowl Commercial","ETrade ""85 and Getting Old"" 2018 Super Bowl Commercial
https://www.youtube.com/watch?v=lponfpPvUAU",https://i.ytimg.com/vi/Qx5-AZlfjp4/sddefault.jpg,Crew Hound,22.0,178,compound,0.5994
2016,Budweiser,https://superbowl-ads.com/budweiser-2016-super-bowl-50-ad-not-backing/,https://www.youtube.com/watch?v=to4dhysGYD0,False,True,True,False,False,True,False,to4dhysGYD0,youtube#video,CybsBxwUw99FhjsatwnOZtBpuYI,6432.0,,,0.0,2.0,2016-02-21T11:08:46Z,"Super Bowl 50 - Budweiser: ""Not Backing Down"" (2016)","From the brewery to the hands of the people, various footage gives us a behind-the-scenes glance at Budweiser and highlights people drinking (not sipping) it. Bands and athletes shower themselves in the beer to celebrate, and it's enjoyed on the dance floor as well as at the bar -- just not with fruit, which is why the man drinking it at the bar flicks the lemon slice off his glass. It's not a hobby, not small, not soft. The Budweiser Clydesdales are not ponies, the beer is not imported and it's not backing down. Budweiser says it's not for everyone, but this Bud's for you.

Enjoy!

Everything © 2016 Anheuser-Busch, Inc.

P.S. Featuring the song ""One Days"" by Baauer (or however the smeg that artist's name is spelt).",https://i.ytimg.com/vi/to4dhysGYD0/sddefault.jpg,Mister Alcohol,24.0,179,compound,0.8626
2008,Coca-Cola,https://superbowl-ads.com/2008-coca-cola-its-mine/,https://www.youtube.com/watch?v=-ACk9mRky5k,True,True,False,True,True,True,False,-ACk9mRky5k,youtube#video,qC_fZutKGOA_Y9TEwY-XIKy_1VY,62538.0,217.0,4.0,0.0,29.0,2008-10-05T03:35:32Z,"Coca Cola ""It's Mine"" Super Bowl commercial","Coca Cola ""It's Mine""",,alohawarriorchief,24.0,180,compound,0.0
2013,Kia,https://superbowl-ads.com/video-kia-forte-2013-super-bowl-xlvii-commercial-hot-bots/,https://www.youtube.com/watch?v=yhPBzlB6VJI,True,True,False,False,True,False,True,yhPBzlB6VJI,youtube#video,QJIxFHo6EhqCus0VIcBtV3xxp0U,28847.0,154.0,10.0,0.0,30.0,2013-02-02T21:59:20Z,"Kia 'Hot Bots' - 2014 Kia Forte Super Bowl XLVII Car Ad (HD) ""Respect the tech"" - Official TV Spot","One of the likely memorable, among the 50 featured, commercials appearing in the 2013 XLVII Super Bowl February 03.

Kia's ""Hot Bots"" Superbowl Ad Starring 'Hot Bot' Former Miss USA Alyssa Campanella.

Kia released its ""Hot Bot"" Super Bowl ad February 1st. On youtube, which features former Miss USA Alyssa Campanella. When one unsuspecting auto enthusiast gets a little too touchy-feely with the all-new 2014 Kia Forte compact sedan he learns a valuable lesson from a futuristic robot. The 30 second spot was directed by Carl Erik Rinsch and will air sometime during the third quarter of the big game this Sunday.

[From Kia Motors Press] ""The all-new 2014 Kia Forte is designed for those who love technology. And nobody loves technology more than sexy high-tech robots. Watch as our two beautiful hotbots unveil the new Forte at a press event. Things take an unexpected turn after one reporter gets a little too close to their prized possession.""


""Respect the tech.""

NOTE - Join Kia on Game Day ad conversation on Twitter with @Kia using #HotBots

Interested in the star of our upcoming Big Game car ad? To learn more about the Kia Forte, visit:

http://www.kia.com/forte/ 
http://www.facebook.com/kiaforte 
http://twitter.com/kia 
https://plus.google.com/+kia/posts

Hotbot or Not, you gotta like the new Forte! And this awesome new commercial from Kia (when is this not the case right?)  Come check out and test drive a new Forte today!

Copyright 2013 - Kia Motors America - All Rights Reserved",https://i.ytimg.com/vi/yhPBzlB6VJI/sddefault.jpg,garveyauto,2.0,181,compound,0.8013
2014,Coca-Cola,https://superbowl-ads.com/2014-coca-cola-its-beautiful/,https://www.youtube.com/watch?v=D4BC8zUfNhU,False,True,True,False,False,True,False,D4BC8zUfNhU,youtube#video,eDnd1pK-mA-QH8yF-QpjAGJP7hc,92878.0,450.0,88.0,0.0,139.0,2014-02-03T00:56:01Z,"Coca Cola Super Bowl Commercial 2014 ""Its Beautiful"" HD 720p","2014 Super Bowl Ads, Top Super Bowl Commercials 2014, Super Bowl Ads ""Bud Light"" ""Doritos"" ""Audi"" ""Pepsi"", Arnold Schwarzenegger Table Tennis, Arnold Schwarzenegger Ping Pong, Bud Light Super Bowl Ads 2014, Bud Light Super Bowl Commercials 2014, Arnold paid 3 million for commercial, Arnold Ping Pong, Arnold Table Tennis

Best Superbowl Commercials Compilation 2014
The Top 10 Countdown
Doritos
Budweiser
Audi
Volkswagen
Kia Matrix
Bud Light
Scarlett Johansson Soda Stream
M&M
Go Daddy
puppy love

Tags:
""doritos commercial""
""super bowl commercials 2014""
""superbowl commercials 2014""
""funny superbowl commercials 2014""
funny banned commercials 2014
sexy super bowl commercials 2014
best and funny super bowl ads
superbowl ads 2014
funny super bowl commercials compilation
turbotax
chevrolet commercial world cancer day
""squarespace"" commercial
""transformers 4 trailer"" 2014

apple Super Bowl commercial , apple trailer, apple ad, 
the amazing spiderman trailer 2014 commercial super bowl
2014 Failure Epic Lol Owned Noob Ownage ""november fail compilation 2014"" ""fail compilation december 2014"" ""monthly fails december"" ""monthly fails december 2014"" ""monthly fails"" ""december fails 2014"" mf monthly fails fail compilation december 2014 Failure Epic Lol Owned Noob Ownage Hilarious Funny Videos MonthlyFailz Monthly Failz Best Fails of the Week 2014 win wins

""maserati"" ""sports car"" ""Ferrari"" 

+ ""January fail compilation 2014"" ""fail compilation January 2013"" ""monthly fails January"" ""monthly fails January 2013"" ""monthly fails"" ""January fails 2013"" mf monthly fails fail compilation January 2013 Failure Epic Lol Owned Noob Ownage ""January fail compilation 2013"" ""fail compilation January 2013"" ""monthly fails January"" ""monthly fails January 2013"" ""monthly fails"" ""January 2013"" mf monthly fails fail compilation January 2013 Failure Epic Lol Owned Noob Ownage ""January fail compilation 2013"" ""fail compilation January 2013"" ""monthly fails January"" ""monthly fails January 2013"" ""monthly fails"" ""January fails 2013"" mf monthly fails fail compilation January 2013 Failure Epic Lol Owned Noob Ownage Hilarious Funny Videos MonthlyFailz Monthly Failz Best Fails of the Week 2013 queen latifah national anthem 2014 Super Bowl 

Jaguar 2014 Big Game Commercial
Bud Light Arnold Schwarzenegger Super Bowl Commercial 2014
Volkswagen Game Day Teaser
Draft Day Super Bowl Commercial 2014
Chevy Super Bowl Commercial '""Romance""
Volvo XC70 Zlatan Ibrahimovic Commercial 2014
Budweiser Super Bowl XLVIII Commercial 'Puppy Love'
Kia Matrix Super Bowl Commercial 2014
Doritos Super Bowl Commercial 2014
M&Ms Super Bowl Commercial ""Gang Star""
Taco Bell Game Day Super Bowl Commercial ""Grandpa Goes Wild""
Audi Big Game Commercial ""Doberhuahua""
M&Ms Super Bowl Ad ""Choclates""
Sorry Coke and Pepsi (Sodastream)

Tags to help find this compilation:
NFL Super Bowl 2014 (XLVIII)
super bowl 2014, super bowl XLVIII, super bowl xlviii commercial, super bowl commercials 2014, best superbowl commercial, super bowl commercials, super bowl doritos commercial, super bowl b commercial budweiser 2014, super bowl ads 2014, funniest super bowl commercials 2014, top 10 super bowl commercials, super bowl xlviii ads, banned super bowl commercials 2014, funniest super bowl commercials of 2014, big game commercials 2014, top 10 funniest super bowl commercials, best ads super bowl 2014, super bowl xlviii funniest commercials, top 20 funniest commercials super bowl xlviii, super bowl commercials compilation 2014, super bowl commercials mashup coca cola",https://i.ytimg.com/vi/D4BC8zUfNhU/sddefault.jpg,Trailer Tube,24.0,182,compound,0.9993
2012,Budweiser,https://superbowl-ads.com/2012-budweiser-return-of-the-king/,https://www.youtube.com/watch?v=TieDNumMwOc,False,True,True,False,False,True,False,TieDNumMwOc,youtube#video,fbpZkHpHusIgAqoPtTWEu3JQyhQ,10.0,0.0,0.0,0.0,0.0,2019-05-14T10:33:01Z,Budweiser Return of the King 2012 Super Bowl commercial,"Most funny commercials, Funniest commercials, :funny commercials, Best super bowl commercials, Best commercials:loving ads, Funny ads, Top ads, Best commercials, Best ads network for blogger, Best ads ever, Best ads, Best, Ads, Ads",https://i.ytimg.com/vi/TieDNumMwOc/sddefault.jpg,Best Ads Channel,22.0,183,compound,0.9941
2004,Bud Light,https://superbowl-ads.com/2004-bud-light-fergus/,https://www.youtube.com/watch?v=j7QA9oHpduk,True,True,False,False,True,True,False,j7QA9oHpduk,youtube#video,3hpCZ8fFsDDG6l-VCbx9JyJDeuQ,5699.0,27.0,1.0,0.0,0.0,2015-08-06T00:34:11Z,Bud Light Ad   Fergus Bud Light Bad dog!,,,Mr. Goodstuff,22.0,184,compound,0.0
2007,Bud Light,https://superbowl-ads.com/2007-bud-light-class-with-carlos-mencia/,https://www.youtube.com/watch?v=670X2MCWzK0,True,True,False,True,False,False,False,670X2MCWzK0,youtube#video,vnqi9wdyGDnxixg6h7tkhD7c_kc,955616.0,1301.0,134.0,0.0,194.0,2007-02-05T04:23:12Z,Super Bowl XLI Commercial -Bud Light Starring: Carlos Mencia,"Carlos Mencia trys to teach some immigrants how Bud light gets it done!

Hilarious!!!!
Carlos Mencia
Carlos Mencia
Carlos Mencia
Super Bowl Commercial
Super Bowl Commercial
Super Bowl Commercial
Bud Light
Bud Light
Bud Light
XLI 
XLI 
XLI 
XLI 
XLI 
Super Bowl Commercial XLI 
Super Bowl Commercial XLI
Super Bowl Commercial XLI",,gocubs19,23.0,185,compound,0.9789
2007,Budweiser,https://superbowl-ads.com/2007-budweiser-don-shula-vs-jayz/,https://www.youtube.com/watch?v=YnGpb8lbPOI,False,False,False,True,False,False,False,YnGpb8lbPOI,youtube#video,lY3uOJLULqi-BJ8VjPZcuqY9OAU,186.0,0.0,0.0,0.0,0.0,2015-09-28T18:21:03Z,Universal Casting Budweiser Commercial,"Budweiser Select ""Don Shula/ Jay Z. Bold Taste, Clean Finish, Expect Everything"" Commercial",,Universal Casting,24.0,186,compound,0.6486
2019,Kia,https://superbowl-ads.com/2019-kia-the-great-unknowns-what-if/,https://www.youtube.com/watch?v=nONhop0Kq-E,False,False,True,False,False,False,False,nONhop0Kq-E,youtube#video,n3T8sYjBVAr2dcW4gupJQhOqjdI,518.0,2.0,1.0,0.0,0.0,2019-01-25T17:08:54Z,Commercial Ads 2019 - KIA - The Great Unknowns – What If?,,https://i.ytimg.com/vi/nONhop0Kq-E/sddefault.jpg,Tomi Jaya,24.0,187,compound,0.0
2002,Budweiser,https://superbowl-ads.com/2002-budweiser-tushy/,,True,True,False,False,False,False,True,,,,,,,,,,,,,,,188,compound,0.0
2010,E-Trade,https://superbowl-ads.com/hd-exclusive-e-trade-baby-first-class-2010-super-bowl-44-xliv-commercial-ad/,https://www.youtube.com/watch?v=tVrE5-eiSNA,True,False,False,False,False,False,False,tVrE5-eiSNA,,,,,,,,,,,,,,189,compound,0.0
2003,Bud Light,https://superbowl-ads.com/2003-bud-light-mother-in-law/,https://www.youtube.com/watch?v=RuIXFuwLb2s,True,True,False,False,False,False,False,RuIXFuwLb2s,youtube#video,29Hx20Cd8A2cV505BnHUW9XHEWI,175482.0,268.0,15.0,0.0,32.0,2008-01-03T02:43:15Z,Bud Light Commercial-Mother-in-Law,This commerical is so funny. Hope you enjoy it.,,Candee Kisses,24.0,190,compound,0.8784
2018,Toyota,https://superbowl-ads.com/toyota-2018-big-game-ad-one-team/,https://www.youtube.com/watch?v=QwF3ipuNyfc,True,True,True,False,False,False,False,QwF3ipuNyfc,youtube#video,54gdRLGX05HI--tx9CbfLliLcYU,353513.0,1448.0,222.0,0.0,231.0,2018-02-03T14:44:03Z,Toyota Super Bowl 2018 Commercial (one team),"Sports Fans Unite in Toyota’s Super Bowl Commercial “One Team”

Toyota is returning to the 2018 Super Bowl like never before using sports to unite and inspire during three ads in the most-watched television event of the year. The final spot to be released is from the domestic U.S., longtime campaign “Let’s Go Places,” empowering viewers to see what they’re capable of when fans unite through sports. For the first time in the company’s history, Toyota will have three primetime commercials which will be airing in the first quarter, halftime and second half.  
 
Prior to the halftime show and following the Toyota Halftime Report and a throw from NBC Sports anchor Dan Patrick, Toyota’s 60-second ad, “One Team,” features an amusing, light-hearted narrative illustrating how people from diverse backgrounds unite to celebrate the spirit of what brings them together, their shared passion of sports. 
 
“This is an unprecedented opportunity for our team at Toyota to share messages of unity, friendship, diversity and perseverance,” says Ed Laukes, group vice president, Toyota Marketing, Toyota Motor North America. “With the Super Bowl and the Olympics just days apart on NBC, we’re excited to join fans’ enthusiasm for these two world-class events and connect with them by sharing meaningful and inspiring TV spots.”
 
View the 60-second “One Team.” Previously released were Toyota’s 60-second “Good Odds” which celebrates the automaker’s evolution to a mobility company and its eight-year global sponsorship of The Olympic Games and Paralympic Games; and the 30-second spot “Mobility Anthem” highlighting Toyota’s belief that when you are free to move, anything is possible. To view, visit YouTube.com/Toyota. 
 
The “Lets Go Places” TV spot “One Team” was created by Saatchi & Saatchi and directed by veteran filmmaker Ivan Zacharias. The “Start Your Impossible” TV commercials were developed by Toyota’s agencies of record, Saatchi & Saatchi and Dentsu, with “Good Odds” directed by esteemed director Aoife McArdle and “Mobility Anthem” directed by acclaimed director John Hillcoat.

SUBSCRIBE: https://goo.gl/pL84j2

New Car Videos: https://goo.gl/5nPYXv
Google+: https://goo.gl/QWO4jX
YouTube: https://www.youtube.com/c/AlphaSQUADofficial
Facebook: https://www.facebook.com/AlphaSQUADofficial
Instagram: https://www.instagram.com/AlphaSQUADofficial
Website: http://www.AlphaSQUADofficial.com
Twitter: https://twitter.com/AlphaSQUAD_1
Snapchat: AlphaSQUAD_1
Submit Your Video: as.official2015@gmail.com",https://i.ytimg.com/vi/QwF3ipuNyfc/sddefault.jpg,Alpha SQUAD official,2.0,191,compound,0.9963
2003,Budweiser,https://superbowl-ads.com/2003-budweiser-instant-replay/,https://www.youtube.com/watch?v=hM79LTkT7ek,True,True,False,False,False,True,False,hM79LTkT7ek,youtube#video,ul2Mu7We6GEHd7-PocLMkdqArF0,2732.0,8.0,0.0,0.0,1.0,2012-12-12T19:37:25Z,"Budweiser ""Instant Replay"" 2003","Another spot in the ""Football Playing Clydesdales"" series that ran during the 2003 Super Bowl. Here they have to call in the zebra to help with a call.",,BetterBrandsSC,22.0,192,compound,0.8126
2013,Budweiser,https://superbowl-ads.com/video-budweiser-2013-super-bowl-xlvii-ad-the-clydesdales-brotherhood/,https://www.youtube.com/watch?v=eJucRz8kYo0,False,True,False,False,False,True,False,eJucRz8kYo0,youtube#video,ZV0YbYy8vSrkPjw2MZhhTwM-3Ak,246619.0,2225.0,64.0,0.0,67.0,2013-01-31T21:08:09Z,"The Clydesdales ""Brotherhood"" - 2013 Budweiser Super Bowl  [Commercial]",http://www.pegasebuzz.com/leblog,https://i.ytimg.com/vi/eJucRz8kYo0/sddefault.jpg,PegaseBuzz,1.0,193,compound,0.0
2010,Budweiser,https://superbowl-ads.com/hd-exclusive-budweiser-body-bridge-2010-super-bowl-44-xliv-commercial-ad/,https://www.youtube.com/watch?v=IQHlA9qKJv4,True,True,True,False,False,True,False,IQHlA9qKJv4,youtube#video,hHrIixPFdrmAJ0DX6vkB2ZShXeY,42.0,1.0,0.0,0.0,0.0,2012-07-02T17:25:32Z,Budweiser - Body Bridge (2010) [HD], ,https://i.ytimg.com/vi/IQHlA9qKJv4/sddefault.jpg,Aires De Bares,24.0,194,compound,0.0
2003,Bud Light,https://superbowl-ads.com/2003-bud-light-no-pets-allowed/,https://www.youtube.com/watch?v=BKexURCYxtk,True,True,False,False,False,True,False,BKexURCYxtk,youtube#video,EYpo0MFcbT2Q23op_-ocOxXfpgk,16083.0,60.0,3.0,0.0,1.0,2010-02-13T20:18:29Z,Budweiser - No dogs allowed,Mitica pubblicità della Bud!,,Denis Billi,24.0,195,compound,0.0
2002,E-Trade,https://superbowl-ads.com/2002-etrade-monkey-musical/,https://www.youtube.com/watch?v=SK1i1iyE7RA,True,True,False,False,False,True,True,SK1i1iyE7RA,youtube#video,nkUGM_LeLJp9GJKyXqpYU1OZAUs,1361.0,9.0,0.0,0.0,0.0,2018-02-10T11:29:30Z,"E*TRADE Financial - Monkey Musical (2002, USA)",The success of the chimp from a couple years back encourages E*TRADE to use him again - to mixed results. Directed by Bryan Buckley at Hungry Man.,https://i.ytimg.com/vi/SK1i1iyE7RA/sddefault.jpg,The Hall of Advertising,23.0,196,compound,0.765
2006,Budweiser,https://superbowl-ads.com/2006-budweiser-on-the-roof/,https://www.youtube.com/watch?v=q05QIp5qbnY,True,True,False,False,True,False,False,q05QIp5qbnY,youtube#video,oDH606GFezTRZVTfMV57q7AE-lM,120196.0,167.0,15.0,0.0,10.0,2006-02-06T11:08:37Z,"Super Bowl 2006: Bud Light ""On the Roof""",Bud Light commercial from the 2006 Super Bowl where husbands pretend to do work on their roofs but drink beer instead.,,John Keehler,23.0,197,compound,0.3071
2012,Coca-Cola,https://superbowl-ads.com/2012-coca-cola-catch-ne-bear/,https://www.youtube.com/watch?v=S2nBBMbjS8w,False,True,False,False,True,True,False,S2nBBMbjS8w,youtube#video,s-dEYCfZCeT2l04P-2z6LNX71pk,22849816.0,92333.0,42386.0,0.0,592.0,2012-02-04T00:12:24Z,"Coke 2012 Commercial: ""Catch"" starring NE_Bear","This game day spot will change depending on the circumstances. If the 2nd quarter is particularly stressful, then NE_Bear will relieve some tension when his friends toss him a Coke...if he can catch it. http://www.CokePolarBowl.com #GameDayPolarBears",https://i.ytimg.com/vi/S2nBBMbjS8w/sddefault.jpg,Coca-Cola,24.0,198,compound,-0.0754
